entry,at,order
"Flop:  [5♣, 3♦, J♥]",2022-09-07T23:31:10.456Z,166259347045600
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:31:09.636Z,166259346963600
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:31:06.828Z,166259346682800
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:31:05.906Z,166259346590600
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:31:04.799Z,166259346479900
"""nate dogg @ eTki6MuODs"" calls 6.00",2022-09-07T23:31:03.781Z,166259346378100
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:30:57.892Z,166259345789200
"""Dillan @ 1H9H8WNfN3"" folds",2022-09-07T23:30:52.263Z,166259345226300
"""Mims @ upl2li_Iu9"" raises to 6.00",2022-09-07T23:30:38.424Z,166259343842400
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:30:29.664Z,166259342966400
"""Cob @ NaVUi1B8nm"" posts a big blind of 1.50",2022-09-07T23:30:28.142Z,166259342814212
"""vicooii @ 4F0jOdX1rt"" posts a small blind of 0.75",2022-09-07T23:30:28.142Z,166259342814211
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (326.93) | #2 ""Jaquins @ Lf_CLsrttO"" (273.74) | #3 ""Mims @ upl2li_Iu9"" (429.64) | #4 ""Dillan @ 1H9H8WNfN3"" (46.64) | #5 ""Poopy @ 1k0t64zMZ8"" (268.50) | #6 ""nate dogg @ eTki6MuODs"" (157.86) | #8 ""joe @ Q1aYbBEstE"" (284.94) | #9 ""Jake @ 9a1B6m5HQI"" (221.61) | #10 ""vicooii @ 4F0jOdX1rt"" (606.58)",2022-09-07T23:30:28.142Z,166259342814201
"-- starting hand #88  (No Limit Texas Hold'em) (dealer: ""Jake @ 9a1B6m5HQI"") --",2022-09-07T23:30:28.142Z,166259342814200
"""Cob @ NaVUi1B8nm"" shows a 6♠, K♥.",2022-09-07T23:30:19.908Z,166259341990800
"""vicooii @ 4F0jOdX1rt"" shows a 3♣, 6♣.",2022-09-07T23:30:19.687Z,166259341968700
"-- ending hand #87 --",2022-09-07T23:30:19.139Z,166259341913902
"""Dillan @ 1H9H8WNfN3"" collected 46.64 from pot with Two Pair, Q's & 6's on the second run  (combination: Q♦, Q♠, 6♥, 6♦, A♦)",2022-09-07T23:30:19.139Z,166259341913901
"""Jaquins @ Lf_CLsrttO"" collected 46.64 from pot with Flush, Ah High (combination: A♥, J♥, 6♥, 4♥, 2♥)",2022-09-07T23:30:19.139Z,166259341913900
"River (second run): 4♥, J♥, 6♥, A♦ [6♦]",2022-09-07T23:30:15.009Z,166259341500900
"Turn (second run): 4♥, J♥, 6♥ [A♦]",2022-09-07T23:30:10.998Z,166259341099800
"River: 4♥, J♥, 6♥, K♦ [A♥]",2022-09-07T23:30:06.932Z,166259340693200
"Turn: 4♥, J♥, 6♥ [K♦]",2022-09-07T23:30:02.927Z,166259340292700
"""Dillan @ 1H9H8WNfN3"" shows a Q♦, Q♠.",2022-09-07T23:29:58.903Z,166259339890301
"""Jaquins @ Lf_CLsrttO"" shows a 2♣, 2♥.",2022-09-07T23:29:58.903Z,166259339890300
"All players in hand choose to run it twice.",2022-09-07T23:29:57.975Z,166259339797501
"""Jaquins @ Lf_CLsrttO"" chooses to  run it twice.",2022-09-07T23:29:57.975Z,166259339797500
"""Dillan @ 1H9H8WNfN3"" chooses to  run it twice.",2022-09-07T23:29:57.026Z,166259339702600
"Remaining players decide whether to run it twice.",2022-09-07T23:29:56.272Z,166259339627201
"""Jaquins @ Lf_CLsrttO"" calls 34.64",2022-09-07T23:29:56.272Z,166259339627200
"The player ""Shatz @ K1kDkMf97O"" requested a seat.",2022-09-07T23:29:55.267Z,166259339526700
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:29:43.170Z,166259338317000
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:29:42.171Z,166259338217100
"""Dillan @ 1H9H8WNfN3"" raises to 34.64 and go all in",2022-09-07T23:29:41.061Z,166259338106100
"""Jaquins @ Lf_CLsrttO"" bets 14.00",2022-09-07T23:29:39.166Z,166259337916600
"""vicooii @ 4F0jOdX1rt"" checks",2022-09-07T23:29:34.359Z,166259337435900
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:29:33.439Z,166259337343900
"Flop:  [4♥, J♥, 6♥]",2022-09-07T23:29:30.866Z,166259337086600
"""vicooii @ 4F0jOdX1rt"" calls 6.00",2022-09-07T23:29:30.036Z,166259337003600
"""Jake @ 9a1B6m5HQI"" calls 6.00",2022-09-07T23:29:27.668Z,166259336766800
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:29:25.770Z,166259336577000
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:29:24.806Z,166259336480600
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:29:23.725Z,166259336372500
"""Dillan @ 1H9H8WNfN3"" calls 6.00",2022-09-07T23:29:22.782Z,166259336278200
"""Mims @ upl2li_Iu9"" folds",2022-09-07T23:29:21.729Z,166259336172900
"""Jaquins @ Lf_CLsrttO"" raises to 6.00",2022-09-07T23:29:15.103Z,166259335510300
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:29:07.831Z,166259334783100
"""vicooii @ 4F0jOdX1rt"" posts a big blind of 1.50",2022-09-07T23:29:00.442Z,166259334044212
"""Jake @ 9a1B6m5HQI"" posts a small blind of 0.75",2022-09-07T23:29:00.442Z,166259334044211
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (326.93) | #2 ""Jaquins @ Lf_CLsrttO"" (267.74) | #3 ""Mims @ upl2li_Iu9"" (429.64) | #4 ""Dillan @ 1H9H8WNfN3"" (40.64) | #5 ""Poopy @ 1k0t64zMZ8"" (268.50) | #6 ""nate dogg @ eTki6MuODs"" (157.86) | #8 ""joe @ Q1aYbBEstE"" (284.94) | #9 ""Jake @ 9a1B6m5HQI"" (227.61) | #10 ""vicooii @ 4F0jOdX1rt"" (612.58)",2022-09-07T23:29:00.442Z,166259334044201
"-- starting hand #87  (No Limit Texas Hold'em) (dealer: ""joe @ Q1aYbBEstE"") --",2022-09-07T23:29:00.442Z,166259334044200
"-- ending hand #86 --",2022-09-07T23:28:57.435Z,166259333743502
"""Mims @ upl2li_Iu9"" collected 18.00 from pot",2022-09-07T23:28:57.435Z,166259333743501
"Uncalled bet of 7.50 returned to ""Mims @ upl2li_Iu9""",2022-09-07T23:28:57.435Z,166259333743500
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:28:56.490Z,166259333649000
"""Mims @ upl2li_Iu9"" bets 7.50",2022-09-07T23:28:33.662Z,166259331366200
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:28:29.231Z,166259330923100
"River: 2♦, 9♣, 6♦, J♠ [J♥]",2022-09-07T23:28:23.601Z,166259330360100
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:28:22.753Z,166259330275300
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:28:21.784Z,166259330178400
"""Dillan @ 1H9H8WNfN3"" folds",2022-09-07T23:28:14.610Z,166259329461000
"""Mims @ upl2li_Iu9"" calls 4.50",2022-09-07T23:28:13.587Z,166259329358700
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:28:11.037Z,166259329103700
"""joe @ Q1aYbBEstE"" bets 4.50",2022-09-07T23:28:08.983Z,166259328898300
"Turn: 2♦, 9♣, 6♦ [J♠]",2022-09-07T23:28:06.433Z,166259328643300
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:28:05.625Z,166259328562500
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-07T23:28:04.498Z,166259328449800
"""Dillan @ 1H9H8WNfN3"" checks",2022-09-07T23:28:01.334Z,166259328133400
"""Mims @ upl2li_Iu9"" checks",2022-09-07T23:28:00.258Z,166259328025800
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:27:57.257Z,166259327725700
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:27:56.174Z,166259327617400
"Flop:  [2♦, 9♣, 6♦]",2022-09-07T23:27:53.171Z,166259327317100
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:27:52.317Z,166259327231700
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-07T23:27:50.523Z,166259327052300
"""nate dogg @ eTki6MuODs"" calls 1.50",2022-09-07T23:27:49.365Z,166259326936500
"""Poopy @ 1k0t64zMZ8"" calls 1.50",2022-09-07T23:27:48.285Z,166259326828500
"""Dillan @ 1H9H8WNfN3"" calls 1.50",2022-09-07T23:27:47.313Z,166259326731300
"""Mims @ upl2li_Iu9"" calls 1.50",2022-09-07T23:27:46.184Z,166259326618400
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:27:41.477Z,166259326147700
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:27:36.459Z,166259325645900
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:27:35.434Z,166259325543400
"""Jake @ 9a1B6m5HQI"" posts a big blind of 1.50",2022-09-07T23:27:33.950Z,166259325395013
"""joe @ Q1aYbBEstE"" posts a small blind of 0.75",2022-09-07T23:27:33.950Z,166259325395012
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (326.93) | #2 ""Jaquins @ Lf_CLsrttO"" (267.74) | #3 ""Mims @ upl2li_Iu9"" (417.64) | #4 ""Dillan @ 1H9H8WNfN3"" (42.14) | #5 ""Poopy @ 1k0t64zMZ8"" (270.00) | #6 ""nate dogg @ eTki6MuODs"" (159.36) | #8 ""joe @ Q1aYbBEstE"" (290.94) | #9 ""Jake @ 9a1B6m5HQI"" (229.11) | #10 ""vicooii @ 4F0jOdX1rt"" (612.58)",2022-09-07T23:27:33.950Z,166259325395002
"-- starting hand #86  (No Limit Texas Hold'em) (dealer: ""nate dogg @ eTki6MuODs"") --",2022-09-07T23:27:33.950Z,166259325395001
"The player ""Jaquins @ Lf_CLsrttO"" joined the game with a stack of 267.74.",2022-09-07T23:27:33.950Z,166259325395000
"""Cob @ NaVUi1B8nm"" shows a 7♦, 6♣.",2022-09-07T23:27:29.579Z,166259324957900
"-- ending hand #85 --",2022-09-07T23:27:27.346Z,166259324734602
"""joe @ Q1aYbBEstE"" collected 177.07 from pot with Pair, K's (combination: K♦, K♠, Q♦, J♦, 9♠)",2022-09-07T23:27:27.346Z,166259324734601
"""joe @ Q1aYbBEstE"" shows a Q♦, K♦.",2022-09-07T23:27:27.346Z,166259324734600
"""Poopy @ 1k0t64zMZ8"" checks",2022-09-07T23:27:26.473Z,166259324647300
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:27:25.438Z,166259324543800
"River: J♦, 9♠, 8♦, K♠ [5♠]",2022-09-07T23:27:21.136Z,166259324113600
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:27:20.297Z,166259324029700
"""joe @ Q1aYbBEstE"" calls 50.83",2022-09-07T23:27:16.128Z,166259323612800
"""Poopy @ 1k0t64zMZ8"" bets 50.83",2022-09-07T23:27:14.803Z,166259323480300
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:27:07.881Z,166259322788100
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:27:06.894Z,166259322689400
"Turn: J♦, 9♠, 8♦ [K♠]",2022-09-07T23:27:05.130Z,166259322513000
"""Poopy @ 1k0t64zMZ8"" calls 15.08",2022-09-07T23:27:04.287Z,166259322428700
"""Jake @ 9a1B6m5HQI"" calls 15.08",2022-09-07T23:27:02.023Z,166259322202300
"""joe @ Q1aYbBEstE"" bets 15.08",2022-09-07T23:26:57.510Z,166259321751000
"Flop:  [J♦, 9♠, 8♦]",2022-09-07T23:26:54.516Z,166259321451600
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:26:53.589Z,166259321358900
"""Poopy @ 1k0t64zMZ8"" calls 8.62",2022-09-07T23:26:52.661Z,166259321266100
"""Jake @ 9a1B6m5HQI"" calls 8.62",2022-09-07T23:26:50.381Z,166259321038100
"""joe @ Q1aYbBEstE"" raises to 8.62",2022-09-07T23:26:48.342Z,166259320834200
"""nate dogg @ eTki6MuODs"" calls 4.31",2022-09-07T23:26:45.243Z,166259320524300
"""Poopy @ 1k0t64zMZ8"" calls 4.31",2022-09-07T23:26:34.966Z,166259319496600
"""Dillan @ 1H9H8WNfN3"" folds",2022-09-07T23:26:34.060Z,166259319406000
"""Mims @ upl2li_Iu9"" folds",2022-09-07T23:26:18.406Z,166259317840600
"The player ""Jaquins @ Lf_CLsrttO"" sit back with the stack of 267.74.",2022-09-07T23:26:16.962Z,166259317696200
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:26:15.687Z,166259317568700
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:26:12.584Z,166259317258400
"""Jake @ 9a1B6m5HQI"" raises to 4.31",2022-09-07T23:26:11.601Z,166259317160100
"""joe @ Q1aYbBEstE"" posts a big blind of 1.50",2022-09-07T23:26:05.271Z,166259316527112
"""nate dogg @ eTki6MuODs"" posts a small blind of 0.75",2022-09-07T23:26:05.271Z,166259316527111
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (326.93) | #3 ""Mims @ upl2li_Iu9"" (417.64) | #4 ""Dillan @ 1H9H8WNfN3"" (42.14) | #5 ""Poopy @ 1k0t64zMZ8"" (344.53) | #6 ""nate dogg @ eTki6MuODs"" (163.67) | #8 ""joe @ Q1aYbBEstE"" (188.40) | #9 ""Jake @ 9a1B6m5HQI"" (252.81) | #10 ""vicooii @ 4F0jOdX1rt"" (612.58)",2022-09-07T23:26:05.271Z,166259316527102
"-- starting hand #85  (No Limit Texas Hold'em) (dealer: ""Poopy @ 1k0t64zMZ8"") --",2022-09-07T23:26:05.271Z,166259316527101
"The player ""vicooii @ 4F0jOdX1rt"" joined the game with a stack of 612.58.",2022-09-07T23:26:05.271Z,166259316527100
"-- ending hand #84 --",2022-09-07T23:26:02.272Z,166259316227202
"""joe @ Q1aYbBEstE"" collected 27.75 from pot",2022-09-07T23:26:02.272Z,166259316227201
"Uncalled bet of 18.37 returned to ""joe @ Q1aYbBEstE""",2022-09-07T23:26:02.272Z,166259316227200
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:26:01.404Z,166259316140400
"""joe @ Q1aYbBEstE"" bets 18.37",2022-09-07T23:25:48.953Z,166259314895300
"River: 2♥, A♦, 3♦, 10♣ [A♥]",2022-09-07T23:25:41.441Z,166259314144100
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:25:40.545Z,166259314054500
"""Cob @ NaVUi1B8nm"" calls 4.50",2022-09-07T23:25:39.475Z,166259313947500
"""Jake @ 9a1B6m5HQI"" folds",2022-09-07T23:25:37.836Z,166259313783600
"""joe @ Q1aYbBEstE"" bets 4.50",2022-09-07T23:25:36.189Z,166259313618900
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:25:33.855Z,166259313385500
"Turn: 2♥, A♦, 3♦ [10♣]",2022-09-07T23:25:32.300Z,166259313230000
"""Cob @ NaVUi1B8nm"" checks",2022-09-07T23:25:31.440Z,166259313144000
"""Jake @ 9a1B6m5HQI"" checks",2022-09-07T23:25:28.856Z,166259312885600
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:25:27.778Z,166259312777800
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:25:25.036Z,166259312503600
"Flop:  [2♥, A♦, 3♦]",2022-09-07T23:25:22.701Z,166259312270100
"""nate dogg @ eTki6MuODs"" calls 4.50",2022-09-07T23:25:21.885Z,166259312188500
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:25:15.252Z,166259311525200
"""Dillan @ 1H9H8WNfN3"" folds",2022-09-07T23:25:14.320Z,166259311432000
"""Mims @ upl2li_Iu9"" folds",2022-09-07T23:25:13.329Z,166259311332900
"""Cob @ NaVUi1B8nm"" calls 4.50",2022-09-07T23:25:12.459Z,166259311245900
"""Jake @ 9a1B6m5HQI"" calls 4.50",2022-09-07T23:25:10.536Z,166259311053600
"The player ""vicooii @ 4F0jOdX1rt"" sit back with the stack of 612.58.",2022-09-07T23:25:10.279Z,166259311027900
"""joe @ Q1aYbBEstE"" raises to 4.50",2022-09-07T23:25:08.581Z,166259310858100
"""nate dogg @ eTki6MuODs"" posts a big blind of 1.50",2022-09-07T23:25:05.590Z,166259310559012
"""Poopy @ 1k0t64zMZ8"" posts a small blind of 0.75",2022-09-07T23:25:05.590Z,166259310559011
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (335.93) | #3 ""Mims @ upl2li_Iu9"" (417.64) | #4 ""Dillan @ 1H9H8WNfN3"" (42.14) | #5 ""Poopy @ 1k0t64zMZ8"" (345.28) | #6 ""nate dogg @ eTki6MuODs"" (168.17) | #8 ""joe @ Q1aYbBEstE"" (169.65) | #9 ""Jake @ 9a1B6m5HQI"" (257.31)",2022-09-07T23:25:05.590Z,166259310559003
"-- starting hand #84  (No Limit Texas Hold'em) (dealer: ""Dillan @ 1H9H8WNfN3"") --",2022-09-07T23:25:05.590Z,166259310559002
"The player ""vicooii @ 4F0jOdX1rt"" stand up with the stack of 612.58.",2022-09-07T23:25:05.590Z,166259310559001
"The player ""Jaquins @ Lf_CLsrttO"" stand up with the stack of 267.74.",2022-09-07T23:25:05.590Z,166259310559000
"""Poopy @ 1k0t64zMZ8"" shows a 4♠, 9♠.",2022-09-07T23:25:02.501Z,166259310250100
"""Mims @ upl2li_Iu9"" shows a 7♣, 9♣.",2022-09-07T23:24:57.923Z,166259309792300
"-- ending hand #83 --",2022-09-07T23:24:56.584Z,166259309658402
"""joe @ Q1aYbBEstE"" collected 169.65 from pot with Flush, Ac High on the second run  (combination: A♣, J♣, 10♣, 4♣, 3♣)",2022-09-07T23:24:56.584Z,166259309658401
"""Jake @ 9a1B6m5HQI"" collected 169.65 from pot with Two Pair, J's & 9's (combination: J♥, J♣, 9♥, 9♦, A♥)",2022-09-07T23:24:56.584Z,166259309658400
"River (second run): 9♦, J♣, 3♣, 8♠ [4♣]",2022-09-07T23:24:52.578Z,166259309257800
"Turn (second run): 9♦, J♣, 3♣ [8♠]",2022-09-07T23:24:48.575Z,166259308857500
"River: 9♦, J♣, 3♣, 2♥ [A♥]",2022-09-07T23:24:44.569Z,166259308456900
"Turn: 9♦, J♣, 3♣ [2♥]",2022-09-07T23:24:40.473Z,166259308047300
"""Jake @ 9a1B6m5HQI"" shows a 9♥, J♥.",2022-09-07T23:24:36.458Z,166259307645801
"""joe @ Q1aYbBEstE"" shows a 10♣, A♣.",2022-09-07T23:24:36.458Z,166259307645800
"All players in hand choose to run it twice.",2022-09-07T23:24:35.582Z,166259307558201
"""Jake @ 9a1B6m5HQI"" chooses to  run it twice.",2022-09-07T23:24:35.582Z,166259307558200
"""joe @ Q1aYbBEstE"" chooses to  run it twice.",2022-09-07T23:24:34.753Z,166259307475300
"Remaining players decide whether to run it twice.",2022-09-07T23:24:33.426Z,166259307342601
"""Jake @ 9a1B6m5HQI"" calls 157.84",2022-09-07T23:24:33.426Z,166259307342600
"""joe @ Q1aYbBEstE"" raises to 157.84 and go all in",2022-09-07T23:24:30.884Z,166259307088400
"""Mims @ upl2li_Iu9"" folds",2022-09-07T23:24:28.761Z,166259306876100
"""Jake @ 9a1B6m5HQI"" raises to 47.23",2022-09-07T23:24:02.274Z,166259304227400
"""joe @ Q1aYbBEstE"" raises to 27.55",2022-09-07T23:23:55.230Z,166259303523000
"""Mims @ upl2li_Iu9"" calls 7.87",2022-09-07T23:23:52.587Z,166259303258700
"""Jake @ 9a1B6m5HQI"" bets 7.87",2022-09-07T23:23:49.559Z,166259302955900
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:23:43.232Z,166259302323200
"Flop:  [9♦, J♣, 3♣]",2022-09-07T23:23:40.522Z,166259302052200
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:23:39.660Z,166259301966000
"""Dillan @ 1H9H8WNfN3"" folds",2022-09-07T23:23:38.642Z,166259301864200
"""Mims @ upl2li_Iu9"" calls 4.50",2022-09-07T23:23:25.837Z,166259300583700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:23:14.080Z,166259299408000
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:23:13.081Z,166259299308100
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:23:12.081Z,166259299208100
"""Jake @ 9a1B6m5HQI"" calls 4.50",2022-09-07T23:23:11.264Z,166259299126400
"""joe @ Q1aYbBEstE"" raises to 4.50",2022-09-07T23:23:10.115Z,166259299011500
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:23:07.124Z,166259298712400
"""Poopy @ 1k0t64zMZ8"" posts a big blind of 1.50",2022-09-07T23:23:05.575Z,166259298557513
"""Dillan @ 1H9H8WNfN3"" posts a small blind of 0.75",2022-09-07T23:23:05.575Z,166259298557512
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (335.93) | #2 ""Jaquins @ Lf_CLsrttO"" (267.74) | #3 ""Mims @ upl2li_Iu9"" (430.01) | #4 ""Dillan @ 1H9H8WNfN3"" (42.89) | #5 ""Poopy @ 1k0t64zMZ8"" (346.78) | #6 ""nate dogg @ eTki6MuODs"" (168.17) | #8 ""joe @ Q1aYbBEstE"" (162.34) | #9 ""Jake @ 9a1B6m5HQI"" (250.00) | #10 ""vicooii @ 4F0jOdX1rt"" (612.58)",2022-09-07T23:23:05.575Z,166259298557502
"-- starting hand #83  (No Limit Texas Hold'em) (dealer: ""Mims @ upl2li_Iu9"") --",2022-09-07T23:23:05.575Z,166259298557501
"The player ""Jake @ 9a1B6m5HQI"" joined the game with a stack of 250.00.",2022-09-07T23:23:05.575Z,166259298557500
"""vicooii @ 4F0jOdX1rt"" shows a 9♠, 2♣.",2022-09-07T23:22:58.603Z,166259297860300
"""Jaquins @ Lf_CLsrttO"" shows a 6♥, 10♥.",2022-09-07T23:22:56.955Z,166259297695500
"-- ending hand #82 --",2022-09-07T23:22:56.570Z,166259297657002
"""Mims @ upl2li_Iu9"" collected 42.89 from pot with Two Pair, A's & 2's on the second run  (combination: A♣, A♦, 2♦, 2♥, K♦)",2022-09-07T23:22:56.570Z,166259297657001
"""Dillan @ 1H9H8WNfN3"" collected 42.89 from pot with Flush, Qh High (combination: Q♥, 9♥, 7♥, 3♥, 2♥)",2022-09-07T23:22:56.570Z,166259297657000
"River (second run): Q♥, 2♦, 2♥, A♦ [K♦]",2022-09-07T23:22:52.458Z,166259297245800
"Turn (second run): Q♥, 2♦, 2♥ [A♦]",2022-09-07T23:22:48.448Z,166259296844800
"River: Q♥, 2♦, 2♥, 3♥ [7♦]",2022-09-07T23:22:44.436Z,166259296443600
"Turn: Q♥, 2♦, 2♥ [3♥]",2022-09-07T23:22:40.366Z,166259296036600
"""Dillan @ 1H9H8WNfN3"" shows a 7♥, 9♥.",2022-09-07T23:22:36.359Z,166259295635901
"""Mims @ upl2li_Iu9"" shows a A♣, 6♣.",2022-09-07T23:22:36.359Z,166259295635900
"All players in hand choose to run it twice.",2022-09-07T23:22:35.464Z,166259295546401
"""Dillan @ 1H9H8WNfN3"" chooses to  run it twice.",2022-09-07T23:22:35.464Z,166259295546400
"""Mims @ upl2li_Iu9"" chooses to  run it twice.",2022-09-07T23:22:35.239Z,166259295523900
"Remaining players decide whether to run it twice.",2022-09-07T23:22:34.087Z,166259295408701
"""Mims @ upl2li_Iu9"" calls 26.64",2022-09-07T23:22:34.087Z,166259295408700
"""Dillan @ 1H9H8WNfN3"" bets 26.64 and go all in",2022-09-07T23:22:21.993Z,166259294199300
"""Mims @ upl2li_Iu9"" checks",2022-09-07T23:22:20.217Z,166259294021700
"Flop:  [Q♥, 2♦, 2♥]",2022-09-07T23:22:18.020Z,166259293802000
"""Mims @ upl2li_Iu9"" calls 13.00",2022-09-07T23:22:17.147Z,166259293714700
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:22:14.801Z,166259293480100
"""joe @ Q1aYbBEstE"" folds",2022-09-07T23:22:12.822Z,166259293282200
"""Dillan @ 1H9H8WNfN3"" raises to 13.00",2022-09-07T23:22:11.131Z,166259293113100
"""Mims @ upl2li_Iu9"" calls 5.00",2022-09-07T23:22:04.131Z,166259292413100
"The admin approved the player ""Jake @ 9a1B6m5HQI"" participation with a stack of 250.00.",2022-09-07T23:21:56.231Z,166259291623100
"""Jaquins @ Lf_CLsrttO"" raises to 5.00",2022-09-07T23:21:43.631Z,166259290363100
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:21:38.469Z,166259289846900
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:21:37.468Z,166259289746800
"""joe @ Q1aYbBEstE"" calls 1.50",2022-09-07T23:21:36.570Z,166259289657000
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:21:33.391Z,166259289339100
"""Poopy @ 1k0t64zMZ8"" folds",2022-09-07T23:21:31.523Z,166259289152300
"""Dillan @ 1H9H8WNfN3"" posts a big blind of 1.50",2022-09-07T23:21:23.283Z,166259288328311
"""Mims @ upl2li_Iu9"" posts a small blind of 0.75",2022-09-07T23:21:23.283Z,166259288328310
"Player stacks: #1 ""Cob @ NaVUi1B8nm"" (335.93) | #2 ""Jaquins @ Lf_CLsrttO"" (272.74) | #3 ""Mims @ upl2li_Iu9"" (426.76) | #4 ""Dillan @ 1H9H8WNfN3"" (39.64) | #5 ""Poopy @ 1k0t64zMZ8"" (346.78) | #6 ""nate dogg @ eTki6MuODs"" (168.17) | #8 ""joe @ Q1aYbBEstE"" (163.84) | #10 ""vicooii @ 4F0jOdX1rt"" (612.58)",2022-09-07T23:21:23.283Z,166259288328301
"-- starting hand #82  (No Limit Texas Hold'em) (dealer: ""Jaquins @ Lf_CLsrttO"") --",2022-09-07T23:21:23.283Z,166259288328300
"-- ending hand #81 --",2022-09-07T23:21:20.369Z,166259288036902
"""joe @ Q1aYbBEstE"" collected 37.49 from pot",2022-09-07T23:21:20.369Z,166259288036901
"Uncalled bet of 40.00 returned to ""joe @ Q1aYbBEstE""",2022-09-07T23:21:20.369Z,166259288036900
"""nate dogg @ eTki6MuODs"" folds",2022-09-07T23:21:19.537Z,166259287953700
"""joe @ Q1aYbBEstE"" bets 40.00",2022-09-07T23:21:16.339Z,166259287633900
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:21:12.392Z,166259287239200
"River: 9♥, 10♠, A♠, 4♠ [A♦]",2022-09-07T23:21:07.874Z,166259286787400
"""nate dogg @ eTki6MuODs"" calls 9.37",2022-09-07T23:21:07.065Z,166259286706500
"""Cob @ NaVUi1B8nm"" folds",2022-09-07T23:21:00.621Z,166259286062100
"""joe @ Q1aYbBEstE"" bets 9.37",2022-09-07T23:20:52.288Z,166259285228800
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:20:49.780Z,166259284978000
"Turn: 9♥, 10♠, A♠ [4♠]",2022-09-07T23:20:46.454Z,166259284645400
"""Cob @ NaVUi1B8nm"" checks",2022-09-07T23:20:45.634Z,166259284563400
"""joe @ Q1aYbBEstE"" checks",2022-09-07T23:20:42.180Z,166259284218000
"""nate dogg @ eTki6MuODs"" checks",2022-09-07T23:20:38.884Z,166259283888400
"Flop:  [9♥, 10♠, A♠]",2022-09-07T23:20:35.646Z,166259283564600
"""Mims @ upl2li_Iu9"" folds",2022-09-07T23:20:34.809Z,166259283480900
"""Jaquins @ Lf_CLsrttO"" folds",2022-09-07T23:20:21.192Z,166259282119200
"""Cob @ NaVUi1B8nm"" calls 5.50",2022-09-07T23:20:09.832Z,166259280983200
"""vicooii @ 4F0jOdX1rt"" folds",2022-09-07T23:20:07.015Z,166259280701500
